ip,app,device,os,channel,click_time,attributed_time,is_attributed
207021,3,1,19,280,06/11/2017,16:37:13,0
12479,21,1,22,128,06/11/2017,21:27:29,0
54509,9,1,20,466,08/11/2017,04:26:01,0
94187,64,1,15,459,07/11/2017,05:14:13,0
209663,15,1,19,245,07/11/2017,07:08:38,0
110061,1,1,13,115,08/11/2017,05:11:19,0
5147,15,1,19,140,08/11/2017,12:48:15,0
37215,14,1,19,489,07/11/2017,08:03:21,0
104995,1,1,36,439,08/11/2017,23:11:55,0
17784,18,1,19,107,07/11/2017,05:39:11,0
14792,18,1,13,107,07/11/2017,09:06:18,0
17600,3,1,17,19,09/11/2017,02:20:51,0
100118,23,1,8,153,07/11/2017,04:51:00,0
91661,2,2,40,205,07/11/2017,13:45:05,0
17816,3,1,19,135,07/11/2017,00:57:24,0
50113,6,1,13,459,09/11/2017,05:53:15,0
149269,1,1,19,377,09/11/2017,01:04:15,0
187999,15,1,18,245,07/11/2017,06:48:42,0
129675,15,1,13,245,06/11/2017,16:53:39,0
196737,20,1,9,259,08/11/2017,06:56:00,0
41771,64,1,20,459,08/11/2017,07:19:05,0
137052,14,1,17,489,07/11/2017,14:54:34,0
1235,18,1,19,121,09/11/2017,03:36:16,0
29567,3,1,19,173,08/11/2017,07:15:38,0
71413,1,1,8,134,07/11/2017,13:15:09,0
141308,2,1,22,477,08/11/2017,01:15:06,0
21616,1,2,9,153,09/11/2017,05:34:05,0
65473,12,1,13,245,08/11/2017,17:56:30,0
8536,3,1,19,280,07/11/2017,01:15:12,0
5718,3,2,53,137,09/11/2017,09:19:46,0
25792,2,2,8,205,08/11/2017,14:18:40,0
79213,2,1,13,219,09/11/2017,05:52:51,0
112549,3,1,37,424,08/11/2017,05:14:07,0
77085,15,1,19,245,07/11/2017,15:59:50,0
32001,64,1,18,459,08/11/2017,18:36:13,0
50011,12,1,48,265,09/11/2017,03:38:59,0
302973,12,1,19,328,09/11/2017,15:08:17,0
31823,3,1,19,280,08/11/2017,11:48:38,0
38634,9,1,10,107,09/11/2017,07:09:32,0
57751,3,1,4,280,07/11/2017,02:34:14,0
129243,12,1,19,140,09/11/2017,03:43:55,0
67197,14,1,9,379,08/11/2017,12:00:00,0
5554,15,1,25,265,07/11/2017,05:18:47,0
5348,3,1,8,424,08/11/2017,15:34:12,0
54673,12,1,9,205,07/11/2017,03:03:42,0
23084,11,1,17,481,09/11/2017,14:27:14,0
44067,18,1,14,121,07/11/2017,00:57:05,0
17851,2,1,17,452,09/11/2017,05:15:15,0
109269,9,1,17,445,07/11/2017,22:55:37,0
326226,3,2,13,280,09/11/2017,04:13:18,0
116472,2,1,15,364,08/11/2017,22:53:38,0
65762,18,1,37,376,08/11/2017,09:59:46,0
53715,14,1,17,442,08/11/2017,07:48:24,0
120440,3,1,13,153,07/11/2017,11:37:19,0
37801,14,1,13,463,07/11/2017,09:41:01,0
103396,3,1,19,280,08/11/2017,18:03:51,0
27988,18,1,19,439,08/11/2017,14:54:38,0
153702,12,1,17,245,07/11/2017,06:31:05,0
31849,12,1,17,265,07/11/2017,03:58:06,0
47255,2,1,16,237,09/11/2017,11:11:23,0
46197,27,1,9,122,07/11/2017,03:57:33,0
92825,27,1,12,153,07/11/2017,17:53:29,0
107968,20,1,14,259,07/11/2017,12:12:18,0
7255,2,1,17,435,07/11/2017,14:09:46,0
29993,2,1,44,236,09/11/2017,11:01:34,0
7318,2,1,22,237,08/11/2017,02:13:37,0
39808,2,1,6,317,08/11/2017,09:57:07,0
52024,12,1,20,259,09/11/2017,03:33:36,0
95766,18,1,19,134,07/11/2017,15:23:26,0
92902,18,1,43,121,06/11/2017,22:59:23,0
2180,3,1,18,489,09/11/2017,13:44:37,0
114314,12,1,19,265,09/11/2017,09:23:23,0
47015,44,3543,748,347,08/11/2017,14:04:04,0
37515,15,1,13,265,07/11/2017,10:06:54,0
106317,3,1,9,409,08/11/2017,05:41:13,0
37774,28,1,6,135,07/11/2017,22:56:31,0
124678,2,1,15,122,06/11/2017,23:05:52,0
105154,7,1,19,101,09/11/2017,15:34:31,0
316433,3,1,32,280,09/11/2017,05:20:48,0
84869,8,1,22,145,09/11/2017,14:56:27,0
94015,15,1,16,245,07/11/2017,05:16:42,0
143234,25,1,26,259,07/11/2017,13:38:59,0
17262,18,1,19,121,07/11/2017,03:28:29,0
84991,9,1,36,244,07/11/2017,15:18:19,0
80080,1,1,6,17,09/11/2017,06:48:34,0
14562,12,1,13,259,07/11/2017,08:28:46,0
61401,9,1,17,215,07/11/2017,15:06:11,0
28735,8,1,31,145,08/11/2017,00:31:24,0
2415,12,2,43,259,07/11/2017,09:14:08,0
36801,2,1,32,122,07/11/2017,03:36:39,0
24985,15,1,22,278,08/11/2017,07:12:14,0
86287,12,1,13,497,07/11/2017,01:57:12,0
22552,60,1,68,21,07/11/2017,06:17:37,0
23487,3,1,13,480,08/11/2017,12:38:26,0
69117,3,1,19,442,07/11/2017,23:46:30,0
146554,3,1,35,211,09/11/2017,15:48:54,0
31652,3,1,13,280,07/11/2017,13:00:37,0
139704,9,1,22,334,09/11/2017,14:32:57,0
22421,9,1,13,466,09/11/2017,03:41:20,0
51512,18,1,41,439,07/11/2017,14:17:25,0
42297,3,1,16,130,07/11/2017,11:32:42,0
8259,2,1,12,435,08/11/2017,01:39:39,0
50474,3,1,19,480,08/11/2017,17:03:09,0
111028,3,1,12,489,09/11/2017,12:41:35,0
184820,15,1,13,140,09/11/2017,04:59:40,0
153573,15,1,19,111,09/11/2017,14:01:46,0
1659,14,1,13,134,07/11/2017,18:39:41,0
2728,15,1,22,412,07/11/2017,03:00:52,0
94051,19,0,24,213,06/11/2017,22:10:28,0
137052,7,2,31,101,07/11/2017,11:21:38,0
53730,18,1,19,134,07/11/2017,06:38:15,0
97773,9,1,19,466,08/11/2017,13:53:50,0
18806,1,1,27,349,08/11/2017,10:11:52,0
72404,14,1,23,463,08/11/2017,01:48:47,0
83268,12,1,53,245,08/11/2017,15:13:56,0
41800,12,1,13,265,07/11/2017,13:12:28,0
19063,18,1,1,107,07/11/2017,10:45:33,0
10456,12,1,19,178,09/11/2017,01:21:56,0
130769,18,1,22,121,09/11/2017,07:18:24,0
74278,3,1,13,489,06/11/2017,21:16:37,0
86076,8,1,53,145,09/11/2017,05:58:45,0
101702,17,1,13,280,08/11/2017,08:47:51,0
76592,3,1,19,280,08/11/2017,06:58:30,0
46889,12,1,19,497,07/11/2017,09:07:27,0
6568,8,1,19,145,07/11/2017,00:25:51,0
241062,2,2,22,122,08/11/2017,05:59:05,0
59540,29,1,37,343,09/11/2017,06:56:09,0
77085,18,1,8,107,07/11/2017,11:00:05,0
182820,3,1,6,489,07/11/2017,23:41:11,0
226634,3,1,142,409,09/11/2017,09:46:10,0
23246,7,1,19,101,09/11/2017,11:49:19,0
70152,3,1,25,280,07/11/2017,14:51:00,0
98045,8,1,19,145,07/11/2017,14:27:31,0
66438,1,1,19,452,09/11/2017,08:18:19,0
356994,7,1,25,101,09/11/2017,11:41:11,0
52043,18,1,30,121,09/11/2017,06:52:39,0
84794,9,1,13,232,09/11/2017,12:58:41,0
105433,2,1,10,18,07/11/2017,09:21:39,0
124678,2,1,41,435,07/11/2017,10:42:56,0
37233,20,2,13,259,08/11/2017,13:28:50,0
61934,3,1,13,280,07/11/2017,05:10:42,0
81624,13,1,19,477,07/11/2017,01:26:27,0
115621,18,1,41,134,06/11/2017,23:36:46,0
134731,3,1,1,280,08/11/2017,11:21:05,0
17505,12,1,19,409,07/11/2017,15:10:09,0
86865,23,1,19,153,08/11/2017,14:31:27,0
18034,3,1,19,135,07/11/2017,04:50:42,0
67239,18,1,13,439,07/11/2017,05:19:35,0
25551,12,1,11,265,07/11/2017,01:17:23,0
125815,13,1,19,477,08/11/2017,00:39:33,0
46754,6,1,13,125,07/11/2017,14:19:14,0
35731,3,1,15,280,07/11/2017,02:56:19,0
81837,23,1,15,153,08/11/2017,07:59:14,0
73814,3,1,19,280,07/11/2017,00:38:25,0
34865,18,1,44,107,07/11/2017,09:53:59,0
64491,11,1,18,21,07/11/2017,20:20:13,0
183926,14,1,44,463,07/11/2017,06:39:28,0
119375,3,1,8,317,08/11/2017,09:15:07,0
50916,12,1,13,205,07/11/2017,22:13:01,0
5348,2,1,10,469,09/11/2017,11:34:26,0
73516,2,1,15,477,09/11/2017,08:11:37,0
9303,2,1,19,435,09/11/2017,03:38:12,0
58014,3,1,19,280,09/11/2017,00:03:08,0
49602,25,1,13,259,06/11/2017,22:56:35,0
51719,3,1,28,173,09/11/2017,13:48:32,0
239402,7,1,6,101,08/11/2017,05:38:41,0
91799,6,1,15,459,06/11/2017,17:20:30,0
75595,2,1,47,452,08/11/2017,13:22:20,0
189570,15,1,35,480,07/11/2017,14:32:50,0
33613,8,1,19,145,07/11/2017,23:22:33,0
121879,8,1,10,145,09/11/2017,06:18:49,0
34005,12,1,22,245,07/11/2017,09:30:01,0
43855,2,1,27,469,07/11/2017,05:40:45,0
179715,5,1,13,377,07/11/2017,14:28:04,0
122632,3,1,35,205,09/11/2017,05:35:15,0
19350,15,1,28,245,08/11/2017,09:37:40,0
73487,64,1,13,459,08/11/2017,12:37:48,0
122495,26,1,6,266,07/11/2017,12:56:06,0
71671,15,1,20,3,08/11/2017,10:23:32,0
18108,18,1,1,376,09/11/2017,03:34:25,0
4828,12,1,19,245,08/11/2017,15:10:14,0
93291,2,1,3,205,09/11/2017,06:15:27,0
10741,2,1,13,219,09/11/2017,07:22:07,0
55002,23,1,27,153,09/11/2017,06:47:38,0
83074,6,1,13,459,07/11/2017,00:32:57,0
26037,17,1,13,280,07/11/2017,15:07:13,0
65492,15,1,19,278,08/11/2017,08:01:29,0
5830,2,1,19,236,09/11/2017,02:45:25,0
15382,14,1,22,442,09/11/2017,14:51:14,0
166784,1,1,19,377,07/11/2017,03:06:28,0
41045,3,1,4,280,07/11/2017,01:28:51,0
69395,15,2,36,3,07/11/2017,13:05:26,0
93999,14,1,22,401,09/11/2017,08:20:07,0
57383,8,1,13,259,07/11/2017,22:50:54,0
107908,2,1,16,469,08/11/2017,08:46:31,0
90833,6,1,19,459,07/11/2017,10:42:08,0
111941,12,1,18,340,08/11/2017,08:39:29,0
37504,18,1,19,376,08/11/2017,10:42:11,0
136683,18,1,53,121,06/11/2017,19:32:20,0
105560,12,1,9,178,09/11/2017,06:43:48,0
109460,18,1,13,134,08/11/2017,13:56:39,0
118412,9,2,13,232,08/11/2017,13:43:50,0
210641,8,1,13,145,06/11/2017,21:00:30,07/11/2017
56126,2,1,13,18,09/11/2017,07:42:07,0
2440,9,1,19,445,07/11/2017,04:00:43,0
76040,2,1,19,469,09/11/2017,00:32:12,0
114276,38,3866,866,347,09/11/2017,13:32:22,0
149367,3,1,19,280,07/11/2017,07:55:06,0
181253,12,1,1,265,09/11/2017,03:02:55,0
81971,13,1,1,477,09/11/2017,15:35:33,0
61324,20,1,30,259,08/11/2017,19:59:40,0
135198,8,1,12,145,09/11/2017,07:15:40,0
35617,18,1,13,121,07/11/2017,10:31:45,0
3410,2,1,19,219,08/11/2017,00:03:51,0
64013,14,1,37,480,09/11/2017,05:02:49,0
175519,15,1,13,245,08/11/2017,04:31:51,0
86655,18,1,19,107,09/11/2017,09:46:36,0
110697,6,1,37,459,07/11/2017,05:38:34,0
3167,24,1,31,105,07/11/2017,11:41:33,0
45192,3,1,13,115,09/11/2017,14:21:26,0
102315,15,1,13,111,07/11/2017,05:21:32,0
68499,2,1,14,219,09/11/2017,06:45:57,0
100654,2,1,13,212,07/11/2017,10:38:52,0
65806,15,1,37,140,07/11/2017,09:54:10,0
53548,9,1,16,232,09/11/2017,02:26:24,0
68849,12,1,6,265,09/11/2017,13:14:08,0
75539,29,1,18,343,07/11/2017,09:00:20,0
92563,3,1,19,442,07/11/2017,00:33:52,0
68405,14,1,19,463,08/11/2017,09:14:34,0
334315,2,1,22,237,09/11/2017,05:38:43,0
83604,9,1,32,466,08/11/2017,06:59:29,0
95962,9,1,19,334,07/11/2017,13:36:42,0
115119,3,1,15,280,08/11/2017,15:31:22,0
114314,10,1,19,113,07/11/2017,16:04:28,0
46674,8,1,8,145,07/11/2017,00:29:33,0
50356,3,1,15,421,08/11/2017,02:38:09,0
63793,12,1,41,328,09/11/2017,04:56:36,0
46778,2,1,6,452,09/11/2017,02:38:35,0
336002,8,1,17,145,09/11/2017,05:16:20,0
214844,3,1,26,280,07/11/2017,22:11:17,0
23545,18,1,23,379,09/11/2017,05:35:35,0
116014,9,1,18,466,07/11/2017,13:12:51,0
105475,18,1,13,121,07/11/2017,05:40:49,0
43771,3,1,18,452,07/11/2017,02:04:55,0
35300,15,1,31,245,08/11/2017,22:20:10,0
4633,7,1,13,101,08/11/2017,10:05:37,0
118284,7,1,12,101,09/11/2017,09:04:42,0
6380,9,1,13,466,09/11/2017,06:31:40,0
62095,2,1,10,469,07/11/2017,22:59:54,0
121144,15,1,13,153,07/11/2017,05:46:12,0
75844,3,1,19,280,07/11/2017,10:16:10,0
123819,23,1,17,153,09/11/2017,14:52:14,0
5147,12,1,19,259,06/11/2017,23:23:18,0
944,1,1,32,377,09/11/2017,06:44:20,0
131459,15,1,13,153,08/11/2017,04:46:24,0
18804,12,1,13,409,09/11/2017,10:45:24,0
107571,12,1,8,265,06/11/2017,23:12:17,0
95691,1,1,26,115,07/11/2017,05:17:44,0
101320,3,1,8,173,08/11/2017,13:11:38,0
274987,12,1,19,424,07/11/2017,23:06:43,0
18916,12,1,22,259,09/11/2017,11:58:07,0
137052,12,2,17,265,08/11/2017,03:48:08,0
24067,14,1,19,446,07/11/2017,22:51:21,0
160294,5,1,30,113,07/11/2017,13:51:29,0
41980,9,1,13,466,09/11/2017,02:08:56,0
83344,1,1,19,134,08/11/2017,03:28:37,0
231315,21,1,6,232,08/11/2017,15:32:19,0
50437,21,1,13,128,08/11/2017,00:31:48,0
180588,28,1,25,135,08/11/2017,10:08:30,0
225400,14,1,8,439,08/11/2017,01:27:11,0
194493,3,1,19,280,08/11/2017,03:27:43,0
125261,2,1,13,477,08/11/2017,02:45:47,0
108561,3,1,22,280,07/11/2017,08:54:36,0
211402,3,1,19,115,08/11/2017,12:55:23,0
88281,7,2,2,101,09/11/2017,15:13:51,0
103411,2,1,19,477,06/11/2017,16:24:50,0
292335,25,2,25,259,09/11/2017,12:39:32,0
5328,3,1,19,480,07/11/2017,23:13:52,0
55208,5,1,2,377,08/11/2017,09:03:02,0
42197,3,1,13,371,07/11/2017,00:31:57,0
73487,9,1,19,134,08/11/2017,13:26:35,0
48796,13,1,27,477,09/11/2017,09:59:44,0
37652,2,1,17,237,09/11/2017,00:50:21,0
274041,3,1,19,480,08/11/2017,12:22:55,0
59190,14,1,19,463,07/11/2017,14:51:32,0
53964,2,1,9,377,08/11/2017,05:09:20,0
158793,2,2,13,205,07/11/2017,11:42:20,0
219564,12,1,18,259,07/11/2017,18:40:30,0
48383,9,1,13,442,07/11/2017,14:00:39,0
128855,15,1,18,140,08/11/2017,07:01:37,0
108953,21,1,8,128,07/11/2017,00:04:12,0
95949,15,1,14,245,08/11/2017,01:28:03,0
80813,1,1,19,135,08/11/2017,03:02:10,0
118123,13,1,19,477,07/11/2017,14:31:20,0
62766,1,1,2,153,07/11/2017,07:16:01,0
189040,3,1,19,205,08/11/2017,22:22:45,0
21298,3,1,13,480,08/11/2017,12:14:21,0
3180,18,1,19,134,09/11/2017,05:56:28,0
86979,64,1,41,459,07/11/2017,09:08:43,0
260218,12,1,10,140,08/11/2017,09:34:32,0
58432,2,1,18,435,07/11/2017,11:00:08,0
35502,14,1,15,349,08/11/2017,01:40:09,0
94987,2,1,19,477,07/11/2017,02:49:10,0
156659,21,1,13,128,07/11/2017,06:05:55,0
73487,9,2,19,466,09/11/2017,13:06:04,0
279900,15,1,19,245,09/11/2017,06:31:33,0
93587,13,1,19,469,08/11/2017,04:09:08,0
73516,12,1,13,245,08/11/2017,05:59:15,0
16993,15,1,19,245,08/11/2017,14:19:29,0
86792,18,1,11,134,08/11/2017,23:57:01,0
67467,12,1,16,259,09/11/2017,10:31:02,0
118131,18,1,13,107,09/11/2017,07:35:33,0
47984,12,1,15,140,08/11/2017,13:29:43,0
53715,17,1,19,128,09/11/2017,15:43:53,0
146509,17,1,19,280,06/11/2017,23:25:26,0
106680,2,1,13,477,07/11/2017,06:54:44,0
32788,10,1,6,377,07/11/2017,10:51:03,0
110998,15,1,28,265,07/11/2017,03:44:40,0
72248,3,1,13,137,07/11/2017,08:01:03,0
25118,12,1,13,178,07/11/2017,08:12:52,0
106035,10,1,16,113,07/11/2017,00:53:41,0
202693,15,1,19,265,08/11/2017,14:43:11,0
95199,8,1,15,145,08/11/2017,11:01:05,0
83535,12,1,19,140,07/11/2017,12:00:25,0
14764,3,1,11,280,09/11/2017,02:32:52,0
62129,2,1,19,122,09/11/2017,02:00:11,0
96752,6,1,13,459,09/11/2017,03:45:26,0
69304,18,1,13,439,08/11/2017,11:37:26,0
62223,3,1,19,280,07/11/2017,02:50:08,0
17149,18,1,13,121,08/11/2017,12:01:02,0
58232,13,1,19,477,09/11/2017,09:01:18,0
207938,2,1,19,435,09/11/2017,00:38:58,0
80676,12,1,8,328,09/11/2017,05:43:08,0
88168,3,1,35,280,07/11/2017,02:22:24,0
98317,15,1,19,245,07/11/2017,14:42:19,0
99583,2,1,15,236,08/11/2017,06:36:11,0
25128,28,1,6,135,07/11/2017,15:21:16,0
95766,6,1,13,125,08/11/2017,16:04:15,0
112061,2,1,13,205,08/11/2017,00:15:47,0
192239,64,1,13,459,07/11/2017,04:24:27,0
99856,13,1,47,477,09/11/2017,13:07:09,0
109735,64,1,19,459,07/11/2017,09:42:08,0
172057,12,1,13,245,07/11/2017,03:28:30,0
103237,3,2,6,137,08/11/2017,03:39:41,0
22006,18,3032,607,107,07/11/2017,14:59:25,0
61229,15,1,22,245,06/11/2017,23:53:08,0
48660,18,1,37,107,07/11/2017,02:12:01,0
24904,26,1,19,121,09/11/2017,02:11:38,0
100268,2,1,10,237,07/11/2017,14:49:42,0
95766,1,1,19,377,09/11/2017,12:57:46,0
142366,18,1,19,439,09/11/2017,12:51:07,0
105269,12,1,13,219,08/11/2017,03:06:36,0
39428,3,1,19,466,08/11/2017,05:43:31,0
45362,2,1,19,237,09/11/2017,00:21:18,0
102467,12,1,17,245,08/11/2017,00:59:18,0
8539,2,1,25,236,09/11/2017,13:47:50,0
17655,6,1,13,459,07/11/2017,05:56:04,0
20211,3,1,16,280,08/11/2017,13:19:43,0
71483,17,1,31,134,07/11/2017,14:24:05,0
87540,3,1,4,280,09/11/2017,05:11:14,0
105239,11,1,18,137,08/11/2017,17:01:31,0
137052,15,1,47,265,09/11/2017,02:54:02,0
50033,2,1,19,401,07/11/2017,08:34:31,0
285105,14,1,19,134,08/11/2017,12:14:35,0
137973,9,1,19,107,09/11/2017,11:44:23,0
23370,15,1,13,111,07/11/2017,09:00:59,0
81662,2,1,19,237,09/11/2017,00:52:28,0
32152,3,1,40,409,08/11/2017,11:05:07,0
209663,15,1,9,265,06/11/2017,22:36:36,0
108070,14,1,16,379,07/11/2017,10:18:48,0
52766,13,1,10,477,06/11/2017,16:16:04,0
30572,2,1,19,122,08/11/2017,06:39:20,0
44725,7,1,13,101,09/11/2017,13:41:12,0
134698,1,1,13,439,07/11/2017,10:31:26,0
173339,15,1,13,3,07/11/2017,04:17:02,0
103616,6,1,20,459,07/11/2017,07:27:50,0
62879,26,1,19,266,06/11/2017,16:01:30,0
78943,12,2,19,265,07/11/2017,07:57:55,0
56802,18,1,15,107,07/11/2017,10:39:57,0
88311,1,1,13,349,09/11/2017,05:04:13,0
15571,12,1,26,265,07/11/2017,02:09:22,0
84197,3,1,37,489,09/11/2017,02:20:48,0
207310,2,1,53,401,07/11/2017,05:39:58,0
355276,2,1,19,401,09/11/2017,04:26:15,0
269297,2,1,37,477,08/11/2017,09:28:49,0
100393,2,1,6,205,07/11/2017,23:47:03,0
73395,15,1,16,386,09/11/2017,14:31:27,0
83285,2,1,31,477,07/11/2017,06:22:20,0
199642,6,1,37,459,07/11/2017,13:01:24,0
2805,13,1,13,400,09/11/2017,12:41:52,0
172807,8,1,17,145,07/11/2017,15:02:12,0
85961,1,1,15,178,07/11/2017,14:30:43,0
124883,58,1,18,120,09/11/2017,07:50:28,0
45334,2,1,10,469,09/11/2017,04:29:59,0
83895,9,1,19,234,08/11/2017,22:26:45,0
71389,12,1,13,265,08/11/2017,15:39:29,0
110707,12,1,19,140,07/11/2017,09:25:02,0
153828,12,1,19,265,06/11/2017,20:52:22,0
110697,12,1,32,205,09/11/2017,04:16:42,0
3737,18,1,12,107,08/11/2017,03:08:08,0
139952,9,1,18,107,09/11/2017,14:34:22,0
136501,3,1,13,205,08/11/2017,08:09:26,0
146464,3,1,22,379,08/11/2017,17:00:49,0
158554,2,1,19,212,07/11/2017,05:01:14,0
31385,64,1,22,459,08/11/2017,01:52:04,0
26363,18,1,22,107,09/11/2017,13:51:49,0
25314,9,1,19,244,07/11/2017,09:08:17,0
74602,12,1,13,178,07/11/2017,06:34:24,0
147082,3,1,8,280,08/11/2017,09:10:10,0
62140,11,1,41,481,07/11/2017,10:18:49,0
42164,12,1,13,245,06/11/2017,18:38:18,0
68537,9,1,19,120,09/11/2017,13:54:04,0
2905,8,1,9,145,08/11/2017,21:40:52,0
178873,64,1,15,459,07/11/2017,14:45:37,0
42132,3,1,18,280,07/11/2017,01:12:32,0
5314,11,1,41,469,09/11/2017,02:18:20,0
85644,15,1,19,3,08/11/2017,08:01:07,0
124066,15,1,13,245,07/11/2017,22:56:36,0
80444,2,1,19,469,07/11/2017,13:47:54,0
167543,13,1,22,477,08/11/2017,01:19:53,0
114314,12,1,19,245,08/11/2017,02:08:20,0
105560,2,1,41,236,07/11/2017,02:49:25,0
259964,3,1,18,280,08/11/2017,09:40:01,0
123994,29,1,13,343,08/11/2017,01:16:13,0
15034,9,1,13,134,08/11/2017,00:57:39,0
95962,2,1,17,212,09/11/2017,09:14:06,0
73516,15,1,23,140,07/11/2017,08:15:43,0
7435,18,1,13,107,09/11/2017,06:39:04,0
30880,1,1,9,134,08/11/2017,00:33:36,0
114289,18,1,15,439,07/11/2017,03:34:01,0
23233,12,1,19,205,09/11/2017,15:48:00,0
34005,3,1,13,489,08/11/2017,10:12:43,0
94100,9,1,19,466,08/11/2017,11:40:42,0
14888,35,1,17,274,07/11/2017,10:35:40,07/11/2017
118475,15,1,19,245,08/11/2017,00:06:03,0
37836,18,1,18,107,08/11/2017,23:15:49,0
105323,2,1,25,205,07/11/2017,23:57:58,0
84896,9,1,12,445,08/11/2017,18:09:46,0
194060,8,2,17,145,09/11/2017,00:13:26,0
16576,3,1,19,280,08/11/2017,15:05:56,0
93641,12,1,13,340,08/11/2017,15:23:12,0
44067,3,1,13,280,07/11/2017,13:13:34,0
220315,18,1,13,121,09/11/2017,07:49:57,0
113025,26,1,117,266,07/11/2017,23:46:06,0
95603,6,1,19,459,07/11/2017,12:47:31,0
15431,3,1,18,280,08/11/2017,11:28:09,0
64516,2,1,8,236,08/11/2017,07:19:44,0
137056,3,1,19,137,08/11/2017,13:37:15,0
34897,12,1,37,265,06/11/2017,20:36:12,0
163843,6,1,57,224,07/11/2017,11:10:02,0
109055,3,1,19,115,08/11/2017,14:39:28,0
13637,6,1,13,459,08/11/2017,07:51:17,0
130484,26,1,41,266,08/11/2017,15:19:42,0
45595,20,2,20,259,07/11/2017,00:32:22,0
1142,18,1,17,107,09/11/2017,00:27:50,0
3136,6,1,6,459,09/11/2017,13:36:20,0
53964,1,1,19,137,08/11/2017,18:02:48,0
84644,12,1,22,265,08/11/2017,15:01:20,0
248319,26,1,19,266,07/11/2017,23:04:01,0
114547,9,1,13,466,08/11/2017,00:41:34,0
142839,15,1,40,315,07/11/2017,15:54:16,0
92602,2,1,30,435,07/11/2017,05:23:59,0
269695,15,1,19,111,09/11/2017,04:57:51,0
161985,12,1,8,212,07/11/2017,07:49:57,0
184955,12,1,17,178,07/11/2017,09:43:00,0
116012,2,1,19,122,07/11/2017,12:54:26,0
58363,3,1,19,19,06/11/2017,16:27:32,0
16426,3,1,17,452,08/11/2017,17:22:18,0
125629,28,1,19,135,07/11/2017,05:12:19,0
5147,3,1,19,173,09/11/2017,15:21:49,0
159761,3,1,17,30,09/11/2017,13:08:12,0
92533,3,1,9,280,09/11/2017,05:34:02,0
8699,27,1,12,122,09/11/2017,14:11:16,0
35680,12,1,13,265,08/11/2017,10:28:19,0
145934,18,1,13,107,08/11/2017,12:47:27,0
200134,15,1,9,245,08/11/2017,10:27:36,0
80740,26,1,10,121,09/11/2017,07:38:27,0
196230,2,1,19,435,07/11/2017,04:34:35,0
146548,2,2,9,243,07/11/2017,22:52:47,0
14792,2,1,6,236,08/11/2017,16:41:03,0
67658,14,1,18,489,07/11/2017,10:16:52,0
24905,29,1,11,343,08/11/2017,12:58:15,0
93866,7,1,18,101,09/11/2017,05:59:47,0
114488,18,1,42,121,08/11/2017,15:13:56,0
36150,2,2,10,205,07/11/2017,02:01:04,0
29412,18,1,19,134,08/11/2017,00:45:26,0
74949,3,1,19,173,09/11/2017,06:13:55,0
44222,18,1,1,439,09/11/2017,08:23:09,0
1365,14,1,13,349,09/11/2017,11:17:09,0
83360,15,1,20,130,09/11/2017,12:36:01,0
19375,14,1,19,489,07/11/2017,13:46:35,0
339322,9,1,19,466,09/11/2017,13:55:47,0
2284,9,1,8,107,08/11/2017,11:42:23,0
143050,18,1,6,107,08/11/2017,07:23:02,0
34642,20,1,13,259,08/11/2017,07:13:45,0
41540,3,1,17,280,08/11/2017,00:01:37,0
26995,20,1,35,478,09/11/2017,13:01:09,0
134542,14,1,25,401,08/11/2017,07:05:56,0
106958,9,1,13,134,07/11/2017,16:26:58,0
63698,2,1,18,237,08/11/2017,11:36:29,0
44377,2,1,19,452,07/11/2017,05:04:57,0
131859,13,1,10,477,09/11/2017,08:04:05,0
173522,12,1,15,245,07/11/2017,21:02:52,0
63137,2,1,17,212,07/11/2017,01:31:59,0
50416,15,1,22,245,08/11/2017,01:12:55,0
76944,12,1,6,245,07/11/2017,17:25:45,0
5449,18,1,13,121,07/11/2017,17:34:01,0
13634,3,2,17,211,08/11/2017,14:40:16,0
5314,22,1,23,116,08/11/2017,12:47:48,0
35007,3,1,19,205,07/11/2017,13:46:04,0
15333,3,1,19,130,09/11/2017,08:24:59,0
33403,3,1,32,409,06/11/2017,22:41:05,0
31153,2,1,27,364,08/11/2017,14:38:34,0
80849,3,1,19,371,07/11/2017,01:29:59,0
113812,12,1,19,205,09/11/2017,02:40:34,0
95766,9,1,9,107,09/11/2017,12:13:04,0
102922,18,1,20,439,07/11/2017,11:46:37,0
84934,3,1,13,280,07/11/2017,13:40:38,0
35613,3,1,3,115,07/11/2017,15:15:11,0
78903,11,1,19,122,09/11/2017,10:47:22,0
61558,3,1,26,280,09/11/2017,05:47:02,0
111162,14,1,10,379,09/11/2017,00:39:37,0
287375,23,1,53,153,08/11/2017,05:53:04,0
163160,3,1,13,173,09/11/2017,14:38:22,0
114303,9,1,16,232,08/11/2017,23:35:24,0
337634,13,1,13,477,09/11/2017,02:56:42,0
2698,15,1,13,386,09/11/2017,07:37:26,0
92673,12,1,13,326,07/11/2017,08:36:45,0
29804,11,1,13,481,08/11/2017,04:50:25,0
110980,14,1,19,401,09/11/2017,11:08:33,0
73761,18,1,17,134,07/11/2017,06:20:48,0
48282,7,1,15,101,09/11/2017,15:00:48,0
27008,11,1,22,319,06/11/2017,23:14:25,0
7595,60,1,37,21,08/11/2017,06:25:05,0
50337,18,1,13,107,08/11/2017,11:04:49,0
29835,18,1,13,107,09/11/2017,12:50:31,0
